S.No.,EmployeeID,Managerial Status,Team Size,Work Schedule Flexibility,Project Type,Tenure,Work Hours Per Week,Commute Distance,Churn
4585,7524-VRLPL,Manager,Large,Flexible,Support,75,31.705,11.062,No
4586,1069-XAIEM,Manager,Small,Fixed,Maintenance,7,32.2525,1.1701,Yes
4587,7569-NMZYQ,Manager,Large,Fixed,Research,78,33.9375,18.3449,No
4588,5201-USSQZ,Manager,Small,Flexible,Support,32,32.295,5.3929,No
4589,2105-PHWON,Manager,Small,Fixed,Support,39,32.75,7.0163,No
4590,1494-EJZDW,Manager,Large,Flexible,Development,16,29.0075,1.4416,No
4591,4884-TVUQF,Manager,Large,Flexible,Support,63,33.065,12.5592,No
4592,8003-EWNDZ,Manager,Small,Fixed,Maintenance,16,29.06,1.4453,No
4593,1897-RCFUM,Manager,Medium,Fixed,Development,45,29.21,2.8292,No
4594,9256-JTBNZ,Manager,Small,Flexible,Research,17,29.015,1.4926,No
4595,4658-HCOHW,Manager,Small,Fixed,Maintenance,27,33.14,5.2203,Yes
4596,2211-RMNHO,Manager,Large,Flexible,Research,74,32.265,12.12,No
4597,2432-TFSMK,Manager,Medium,Fixed,Support,24,32.48,4.266,No
4598,3440-JPSCL,Manager,Small,Fixed,Development,12,32.9975,2.0953,Yes
4599,4929-ROART,Manager,Small,Flexible,Development,24,30.8125,2.9397,No
4600,1834-ABKHQ,Manager,Medium,Fixed,Research,58,30.5475,6.2213,No
4601,1741-WTPON,Manager,Large,Flexible,Development,62,33.7925,14.1358,No
4602,3932-IJWDZ,Manager,Small,Fixed,Research,51,33.1825,10.4957,No
4603,1240-HCBOH,Manager,Large,Fixed,Development,73,29.305,4.5191,No
4604,3594-KADLU,Non-Manager,Small,Flexible,Development,9,29.755,1.2022,No
4605,8065-BVEPF,Manager,Small,Fixed,Research,71,32.955,13.9923,No
4606,3796-ENZGF,Manager,Large,Flexible,Development,69,31.3625,9.4683,No
4607,1734-ZMNTZ,Manager,Large,Flexible,Development,17,29.25,1.6014,No
4608,2853-CWQFQ,Manager,Small,Fixed,Development,7,30.9775,1.1191,No
4609,0813-TAXXS,Manager,Large,Fixed,Research,61,31.89,9.6467,No
4610,2519-TWKFS,Manager,Medium,Fixed,Development,31,30.755,3.9322,No
4611,2889-FPWRM,Manager,Medium,Fixed,Research,78,33.89,18.3696,Yes
4612,0626-QXNGV,Manager,Large,Fixed,Support,78,29.2075,4.5529,No
4613,6723-CEGQI,Non-Manager,Large,Flexible,Development,71,30.2625,6.8679,No
4614,6987-XQSJT,Manager,Small,Fixed,Maintenance,60,31.975,9.7405,Yes
4615,4732-RRJZC,Manager,Small,Flexible,Development,13,29.0125,1.2887,No
4616,9499-XPZXM,Manager,Large,Flexible,Research,78,31.2375,10.6095,No
4617,4338-EYCER,Manager,Small,Flexible,Research,27,30.73,3.2504,No
4618,3007-FDPEA,Manager,Small,Fixed,Research,8,29.035,1.0797,No
4619,6350-XFYGW,Manager,Small,Fixed,Maintenance,10,32.7375,1.8448,No
4620,4290-BSXUX,Manager,Small,Fixed,Research,9,31.9825,1.5035,Yes
4621,8513-OLYGY,Manager,Large,Flexible,Support,78,33.79,17.6643,No
4622,0311-QYWSS,Manager,Small,Fixed,Maintenance,12,30.4725,1.6292,No
4623,8705-DWKTI,Manager,Small,Fixed,Support,58,32.19,9.6628,No
4624,8755-IWJHN,Manager,Small,Fixed,Research,75,32.7675,13.764,No
4625,0325-XBFAC,Manager,Small,Fixed,Maintenance,14,32.735,2.4806,Yes
4626,4480-QQRHC,Manager,Small,Fixed,Research,14,31.7025,2.2003,No
4627,0929-PECLO,Manager,Small,Fixed,Research,69,32.48,12.0776,No
4628,3680-CTHUH,Manager,Medium,Fixed,Support,66,33.83,15.099,No
4629,1202-KKGFU,Manager,Small,Flexible,Research,18,30.71,2.381,No
4630,6112-KTHFQ,Manager,Small,Fixed,Development,19,28.965,1.5586,No
4631,1852-XEMDW,Manager,Small,Flexible,Development,28,31.2525,3.8551,No
4632,2462-XIIJB,Manager,Small,Fixed,Maintenance,11,32.625,1.9054,Yes
4633,4760-XOHVN,Manager,Small,Flexible,Development,7,28.9725,1.0389,Yes
4634,1820-DJFPH,Manager,Large,Fixed,Research,78,29.2025,4.4183,No
4635,9426-SXNHE,Manager,Small,Flexible,Research,8,28.9375,1.1063,No
4636,9068-FHQHD,Manager,Large,Flexible,Research,46,29.0075,2.5547,No
4637,1269-FOYWN,Manager,Medium,Flexible,Research,50,29,2.7217,No
4638,9470-YFUYI,Manager,Medium,Fixed,Research,77,31.55,11.0242,No
4639,7817-BOQPW,Manager,Small,Fixed,Maintenance,8,31.7775,1.3326,Yes
4640,7402-EYFXX,Manager,Small,Fixed,Maintenance,32,32.68,5.8082,No
4641,1853-UDXBW,Manager,Small,Fixed,Maintenance,7,31.5,1.14,Yes
4642,9895-VFOXH,Non-Manager,Small,Flexible,Development,7,29.22,1.0488,No
4643,5458-CQJTA,Manager,Large,Fixed,Research,71,31.74,10.6403,Yes
4644,1230-QAJDW,Manager,Small,Fixed,Development,9,31.2625,1.4198,No
4645,5701-ZIKJE,Manager,Small,Fixed,Development,19,30.5275,2.2215,No
4646,5219-YIPTK,Manager,Small,Fixed,Maintenance,39,33.22,7.8192,Yes
4647,5032-MIYKT,Manager,Small,Fixed,Development,7,31.535,1.1414,No
4648,7396-VJUZB,Manager,Small,Flexible,Development,10,30.2625,1.3107,No
4649,9717-QEBGU,Manager,Small,Fixed,Maintenance,8,31.515,1.288,No
4650,5172-RKOCB,Manager,Large,Fixed,Support,78,33.4475,16.75,No
4651,6509-TSGWN,Manager,Small,Flexible,Development,43,29.3225,2.8232,No
4652,3540-RZJYU,Manager,Small,Flexible,Maintenance,21,32.31,3.5404,Yes
4653,3178-CIFOT,Manager,Medium,Fixed,Support,29,28.9825,1.9562,No
4654,2091-MJTFX,Non-Manager,Small,Flexible,Support,36,30.56,4.123,Yes
4655,4530-NDRKU,Manager,Medium,Fixed,Maintenance,48,28.9525,2.5237,No
4656,5985-TBABQ,Manager,Medium,Flexible,Development,38,31.7375,5.5659,No
4657,9800-ONTFE,Manager,Small,Fixed,Research,28,31.79,4.2302,No
4658,6743-HHQPF,Non-Manager,Small,Fixed,Support,48,29.255,3.1943,No
4659,8455-HIRAQ,Manager,Small,Flexible,Development,14,30.2225,1.7386,No
4660,6616-AALSR,Manager,Large,Fixed,Support,71,33.215,14.4506,No
4661,0883-EIBTI,Manager,Small,Flexible,Development,8,28.975,1.0631,Yes
4662,9415-ZNBSX,Manager,Large,Fixed,Research,76,32.45,13.5864,No
4663,4018-KJYUY,Manager,Small,Flexible,Support,28,29.0075,1.865,No
4664,0722-TROQR,Manager,Small,Fixed,Maintenance,10,31.745,1.6435,Yes
4665,7571-YXDAD,Manager,Small,Flexible,Support,8,31.745,1.2943,Yes
4666,3884-UEBXB,Non-Manager,Large,Flexible,Research,73,29.8075,5.8689,No
4667,8780-RSYYU,Manager,Small,Fixed,Support,31,28.96,2.0642,No
4668,5537-UXXVS,Manager,Small,Flexible,Research,26,28.9625,1.7505,No
4669,1791-PQHBB,Manager,Small,Fixed,Support,8,31.06,1.2519,No
4670,8701-DGLVH,Manager,Large,Flexible,Development,57,29.0225,3.0853,No
4671,8741-LQOBK,Non-Manager,Small,Flexible,Research,52,29.7525,4.2405,No
4672,3393-FMZPV,Manager,Small,Fixed,Maintenance,31,33.0125,5.7755,Yes
4673,8082-GHXOP,Manager,Small,Flexible,Development,19,30.2,2.3187,No
4674,6402-ZFPPI,Manager,Small,Fixed,Development,31,33.14,6.3204,Yes
4675,0980-FEXWF,Manager,Medium,Flexible,Development,32,30.5175,3.5716,No
4676,7486-KSRVI,Manager,Medium,Fixed,Maintenance,49,33,9.4231,Yes
4677,3011-WQKSZ,Manager,Small,Fixed,Maintenance,25,29,1.7551,No
4678,8443-WVPSS,Manager,Small,Fixed,Maintenance,16,32.9925,2.9818,Yes
4679,3006-XIMLN,Manager,Small,Fixed,Research,8,32.71,1.3876,Yes
4680,8218-FFJDS,Manager,Large,Fixed,Research,78,32.32,13.1179,No
4681,1986-PHGZF,Manager,Small,Fixed,Support,24,30.92,2.9298,No
4682,9965-YOKZB,Manager,Small,Fixed,Maintenance,15,32.1925,2.5803,Yes
4683,0504-HHAPI,Manager,Small,Flexible,Support,33,32.415,5.9355,Yes
4684,9360-OMDZZ,Manager,Small,Fixed,Maintenance,30,32.705,5.6457,No
4685,6305-YLBMM,Manager,Medium,Fixed,Research,75,33.2025,15.524,Yes
4686,0345-XMMUG,Manager,Large,Fixed,Support,52,33.445,10.7086,No
4687,8024-XNAFQ,Manager,Large,Fixed,Research,78,33.37,16.4975,No
4688,3647-GMGDH,Manager,Small,Fixed,Support,28,32.735,4.8298,Yes
4689,2988-GBIVW,Manager,Small,Fixed,Maintenance,76,32.5425,13.9402,No
4690,2832-SCUCO,Manager,Small,Flexible,Maintenance,8,28.995,1.1148,No
4691,7036-ZZKBD,Manager,Small,Fixed,Support,37,31.32,5.0396,No
4692,3791-LGQCY,Manager,Small,Fixed,Research,62,33.0325,12.3761,Yes
4693,0265-PSUAE,Manager,Small,Flexible,Research,22,33.035,4.0454,No
4694,0463-TXOAK,Manager,Large,Flexible,Support,58,29.28,3.669,No
4695,0594-UFTUL,Manager,Small,Fixed,Development,19,28.9925,1.504,No
4696,9509-MPYOD,Manager,Medium,Flexible,Development,41,29.0375,2.4009,No
4697,9128-CPXKI,Manager,Large,Flexible,Maintenance,65,32.79,12.3109,No
4698,0129-KPTWJ,Manager,Small,Fixed,Maintenance,78,32.7325,14.4947,No
4699,8166-ZZTFS,Manager,Large,Fixed,Research,72,32.0275,11.5302,Yes
4700,5855-EIBDE,Manager,Large,Flexible,Support,55,33.3325,11.3487,No
4701,5365-LLFYV,Manager,Small,Fixed,Development,8,30.2925,1.2112,No
4702,5956-YHHRX,Manager,Small,Fixed,Maintenance,27,33.2175,5.5437,No
4703,6008-NAIXK,Non-Manager,Medium,Fixed,Maintenance,60,30.7725,6.9339,No
4704,2956-GGUCQ,Manager,Small,Fixed,Maintenance,30,31.9425,4.5445,Yes
4705,1928-BXYIV,Manager,Small,Flexible,Maintenance,7,31.0575,1.1223,No
4706,5760-FXFVO,Manager,Small,Fixed,Maintenance,12,31.9475,1.9899,No
4707,6595-COKXZ,Manager,Small,Fixed,Development,7,30.2225,1.0889,Yes
4708,0961-ZWLVI,Manager,Medium,Fixed,Support,55,33.46,11.5809,No
4709,5181-OABFK,Manager,Large,Fixed,Support,62,31.065,7.6936,No
4710,4007-NHVHI,Manager,Small,Fixed,Maintenance,62,32.8425,11.4393,No
4711,7816-VGHTO,Non-Manager,Large,Flexible,Development,12,30.0275,1.435,No
4712,5871-DGTXZ,Manager,Medium,Flexible,Development,38,28.99,2.2154,No
4713,7550-WIQVA,Manager,Medium,Fixed,Maintenance,56,33.4125,11.8628,No
4714,7544-ZVIKX,Manager,Medium,Fixed,Research,64,33.2525,13.0097,No
4715,0016-QLJIS,Manager,Large,Fixed,Development,71,32.5225,12.9158,No
4716,7508-DQAKK,Manager,Large,Fixed,Support,70,32.32,11.8841,No
4717,5176-OLSKT,Manager,Large,Flexible,Research,72,31.345,9.7405,No
4718,9356-AXGMP,Manager,Medium,Fixed,Maintenance,44,33.535,9.8572,No
4719,3556-BVQGL,Manager,Medium,Fixed,Development,26,29,1.8329,No
4720,0362-ZBZWJ,Manager,Small,Fixed,Maintenance,42,32.245,7.1344,Yes
4721,8979-CAMGB,Manager,Medium,Flexible,Maintenance,70,33.105,14.3762,No
4722,4211-MMAZN,Manager,Small,Flexible,Development,7,29.0125,1.0405,Yes
4723,7581-EBBOU,Manager,Medium,Fixed,Support,66,31.5075,9.4494,No
4724,4274-OWWYO,Manager,Small,Fixed,Maintenance,7,31.7175,1.1487,Yes
4725,5073-RZGBK,Manager,Medium,Fixed,Research,56,32.0025,9.0844,No
4726,1541-ETJZO,Manager,Small,Flexible,Development,7,31.1025,1.1241,Yes
4727,2192-CKRLV,Non-Manager,Large,Fixed,Maintenance,78,30.46,8.1619,No
4728,3154-HMWUU,Manager,Large,Fixed,Research,66,29.025,3.3976,No
4729,6119-SPUDB,Non-Manager,Large,Flexible,Development,52,29.9125,4.5107,No
4730,6522-OIQSX,Non-Manager,Large,Fixed,Support,75,30.7475,8.545,No
4731,7813-ZGGAW,Manager,Small,Fixed,Research,37,32.83,6.7559,No
4732,8748-HFWBO,Manager,Medium,Flexible,Development,25,28.995,1.7154,No
4733,1052-QJIBV,Manager,Large,Flexible,Support,77,28.995,3.7946,No
4734,1319-YLZJG,Manager,Small,Fixed,Maintenance,18,32.23,2.9198,No
4735,4106-HADHQ,Manager,Medium,Flexible,Support,45,32,7.3659,Yes
4736,0723-FDLAY,Manager,Medium,Fixed,Research,50,32.2625,8.4083,No
4737,3050-RLLXC,Manager,Large,Flexible,Support,62,32.0625,10.2408,No
4738,9298-WGMRW,Manager,Large,Fixed,Research,78,33.775,17.6255,No
4739,2369-UAPKZ,Manager,Small,Flexible,Development,11,33.205,2.0838,Yes
4740,3088-LHEFH,Manager,Small,Fixed,Research,17,31.95,2.8586,No
4741,2778-OCLGR,Non-Manager,Small,Flexible,Research,30,29.955,2.9426,Yes
4742,6583-KQJLK,Manager,Small,Fixed,Maintenance,21,32.7325,3.5701,No
4743,8544-JNBOX,Manager,Large,Fixed,Development,78,29.04,4.0424,No
4744,6681-ZSEXG,Manager,Large,Flexible,Support,62,30.975,7.7785,No
4745,6139-ZZRBQ,Manager,Large,Fixed,Research,70,29.0025,3.3961,No
4746,6116-RFVHN,Manager,Small,Fixed,Maintenance,40,33.0225,7.8293,No
4747,0637-KVDLV,Manager,Small,Fixed,Maintenance,8,31.825,1.3249,Yes
4748,8884-FEEWR,Manager,Medium,Flexible,Research,41,29.03,2.508,No
4749,3125-RAHBV,Manager,Medium,Flexible,Support,28,29.015,1.9343,No
4750,6633-MPWBS,Manager,Small,Fixed,Maintenance,11,30.46,1.4338,Yes
4751,0373-AIVNJ,Non-Manager,Medium,Flexible,Development,15,29.9775,1.746,No
4752,8785-EPNCG,Manager,Small,Flexible,Support,17,29.1575,1.4904,Yes
4753,1682-VCOIO,Manager,Medium,Flexible,Development,29,29.0225,1.9622,No
4754,5729-KLZAR,Manager,Small,Flexible,Maintenance,10,32.0425,1.6055,Yes
4755,2072-ZVJJX,Manager,Large,Flexible,Research,74,29.2625,4.4564,No
4756,8849-AYPTR,Manager,Small,Flexible,Maintenance,39,32.5625,6.9281,No
4757,9518-IMLHK,Manager,Small,Fixed,Research,37,31.6225,5.3125,No
4758,1582-RAFML,Manager,Small,Flexible,Development,7,31.005,1.1202,Yes
4759,3646-ITDGM,Manager,Large,Flexible,Research,62,28.985,3.1038,No
4760,8740-CRYFY,Manager,Small,Fixed,Maintenance,7,31.9475,1.1579,Yes
4761,3569-VLDHH,Manager,Medium,Fixed,Maintenance,72,31.755,11.026,No
4762,8224-KDLKN,Manager,Large,Flexible,Research,78,29.25,4.4778,No
4763,7594-LZNWR,Manager,Small,Flexible,Support,40,31.4575,5.5502,No
4764,4001-TSBTV,Manager,Small,Fixed,Maintenance,64,32.5775,12.0233,No
4765,2962-XPMCQ,Manager,Small,Fixed,Maintenance,8,30.2575,1.197,Yes
4766,8727-XDPUD,Non-Manager,Large,Flexible,Support,43,29.79,3.6338,No
4767,1043-UXOVO,Manager,Large,Fixed,Support,77,33.6575,16.9866,No
4768,1064-FBXNK,Manager,Medium,Flexible,Support,7,28.9925,1.0397,No
4769,3996-ZNWYK,Manager,Large,Flexible,Support,77,28.99,3.7769,No
4770,2878-DHMIN,Manager,Medium,Flexible,Maintenance,41,28.995,2.332,No
4771,7762-ONLJY,Manager,Medium,Flexible,Development,12,28.985,1.1889,No
4772,1678-FYZOW,Manager,Small,Fixed,Maintenance,9,31.97,1.4893,Yes
4773,5795-BKOYE,Manager,Medium,Flexible,Research,75,30.955,9.2694,No
4774,8627-EHGIP,Non-Manager,Medium,Fixed,Development,50,30.6975,5.7508,Yes
4775,7402-PWYJJ,Manager,Medium,Fixed,Maintenance,59,32.5575,10.725,No
4776,5480-TBGPH,Manager,Small,Fixed,Support,30,32.965,5.8627,Yes
4777,0018-NYROU,Manager,Small,Fixed,Maintenance,11,31.4475,1.703,No
4778,7501-VTYLJ,Manager,Small,Flexible,Development,8,30.5775,1.2124,No
4779,7608-RGIRO,Manager,Large,Fixed,Development,68,29.22,3.826,No
4780,0480-BIXDE,Manager,Small,Fixed,Maintenance,25,32.84,4.4861,No
4781,5895-QSXOD,Manager,Small,Flexible,Development,15,31.5025,2.315,No
4782,9814-AOUDH,Manager,Large,Flexible,Support,59,28.975,3.101,No
4783,6175-IRFIT,Manager,Small,Flexible,Development,11,31.9375,1.8527,No
4784,8760-ZRHKE,Manager,Medium,Flexible,Maintenance,77,31.46,10.965,No
4785,1622-HSHSF,Manager,Small,Fixed,Development,7,28.9775,1.0391,No
4786,8854-CCVSQ,Manager,Small,Fixed,Maintenance,24,32.0325,3.9038,Yes
4787,6749-UTDVX,Manager,Large,Fixed,Maintenance,78,33.1825,16.2696,No
4788,5542-DHSXL,Manager,Small,Flexible,Development,10,30.735,1.4701,No
4789,9102-OXKFY,Manager,Large,Flexible,Support,65,30.7075,7.2323,No
4790,0511-JTEOY,Manager,Small,Flexible,Development,7,31.555,1.1422,Yes
4791,5216-WASFJ,Manager,Small,Fixed,Maintenance,37,32.2425,6.2668,No
4792,7808-DVWEP,Manager,Small,Flexible,Research,9,29,1.0993,No
4793,7067-KSAZT,Manager,Medium,Fixed,Maintenance,71,33.3125,14.9596,Yes
4794,2284-VFLKH,Manager,Medium,Fixed,Support,55,32.9625,10.8416,No
4795,0366-NQSHS,Manager,Small,Flexible,Development,8,28.9675,1.0927,No
4796,6532-YLWSI,Manager,Medium,Flexible,Research,59,29.04,3.0436,Yes
4797,3807-BPOMJ,Manager,Medium,Fixed,Maintenance,61,32.7375,11.5522,No
4798,3892-NXAZG,Manager,Large,Fixed,Support,78,33.7025,17.5784,No
4799,4948-WBBKL,Manager,Small,Fixed,Research,42,31.745,6.3189,No
4800,4182-BGSIQ,Manager,Small,Fixed,Research,16,28.99,1.3935,No
4801,9300-AGZNL,Manager,Small,Fixed,Maintenance,7,32.7,1.188,Yes
4802,0988-AADSA,Manager,Large,Flexible,Research,78,32.0425,12.6495,No
4803,9972-NKTFD,Manager,Small,Flexible,Research,34,30.7325,4.035,No
4804,3717-LNXKW,Manager,Small,Flexible,Research,44,32.585,7.9581,No
4805,5734-EJKXG,Manager,Medium,Fixed,Maintenance,67,33.93,15.7314,No
4806,2207-RYYRL,Manager,Large,Flexible,Development,58,29.2275,3.6621,No
4807,6729-FZWSY,Manager,Medium,Fixed,Development,73,28.9725,3.3919,No
4808,9695-IDRZR,Manager,Large,Fixed,Support,40,33.8075,8.8938,No
4809,8144-DGHXP,Manager,Large,Flexible,Maintenance,60,32.03,9.5999,No
4810,7814-LEEVE,Manager,Small,Fixed,Research,7,29.015,1.0406,No
4811,1112-CUNAO,Manager,Small,Flexible,Maintenance,21,32.4925,3.8499,Yes
4812,5175-AOBHI,Manager,Small,Fixed,Development,10,30.3,1.3872,Yes
4813,5174-RNGBH,Manager,Small,Flexible,Development,15,31.3125,2.2411,Yes
4814,8631-WUXGY,Manager,Small,Fixed,Maintenance,52,32.99,9.7825,No
4815,7270-BDIOA,Manager,Small,Fixed,Maintenance,28,32.5,4.9876,Yes
4816,9565-JSNFM,Manager,Medium,Fixed,Research,44,31.5225,6.1952,Yes
4817,5906-DVAPM,Manager,Medium,Fixed,Support,61,31.75,9.4278,No
4818,6654-QGBZZ,Manager,Small,Flexible,Development,7,28.995,1.0398,No
4819,8348-JLBUG,Manager,Medium,Flexible,Support,70,32.015,11.0354,No
4820,0607-DAAHE,Manager,Large,Flexible,Research,59,28.9875,3.1047,Yes
4821,5641-DMBFJ,Manager,Large,Fixed,Maintenance,64,32.215,10.8328,No
4822,9200-NLNPD,Non-Manager,Medium,Fixed,Research,62,30.7025,6.9196,No
4823,2664-XJZNO,Manager,Large,Fixed,Support,78,33.245,16.1191,No
4824,9732-KPKBW,Manager,Small,Fixed,Maintenance,7,30.6975,1.1079,Yes
4825,3339-EAQNV,Manager,Medium,Fixed,Support,78,32.8625,15.2662,No
4826,0921-OHLVP,Manager,Small,Flexible,Maintenance,28,32.1525,4.5986,No
4827,3389-YGYAI,Manager,Small,Fixed,Maintenance,14,33.275,2.6591,Yes
4828,9560-ARGQJ,Manager,Small,Fixed,Maintenance,22,32.05,3.6243,Yes
4829,8350-NYMVI,Non-Manager,Small,Flexible,Research,45,30.055,4.1941,No
4830,1600-DILPE,Manager,Small,Fixed,Research,18,30.25,2.0487,No
4831,0536-ESJEP,Manager,Large,Fixed,Research,60,31.7275,9.3829,No
4832,4654-GGUII,Non-Manager,Medium,Fixed,Development,24,30.01,2.4239,No
4833,6478-HRRCZ,Manager,Medium,Flexible,Development,38,31.525,5.4035,No
4834,8510-BBWMU,Manager,Medium,Fixed,Development,47,28.9875,2.6139,No
4835,6857-TKDJV,Manager,Large,Flexible,Research,73,29.2325,4.2409,No
4836,2360-RDGRO,Manager,Small,Fixed,Maintenance,71,33.2125,14.6259,No
4837,0584-BJQGZ,Manager,Small,Fixed,Research,31,31.9175,4.6758,No
4838,5134-IKDAY,Manager,Small,Fixed,Maintenance,7,31.49,1.1396,Yes
4839,1360-XFJMR,Manager,Medium,Fixed,Support,73,33.485,15.6889,No
4840,3070-DVEYC,Manager,Small,Flexible,Development,13,31.6875,2.0903,Yes
4841,5730-RIITO,Non-Manager,Small,Fixed,Support,49,29.6725,4.0005,No
4842,9058-MJLZC,Manager,Small,Fixed,Maintenance,30,32.73,5.5663,No
4843,5707-ORNDZ,Manager,Small,Flexible,Maintenance,15,30.7275,1.9881,Yes
4844,0902-XKXPN,Manager,Large,Flexible,Research,75,29.01,3.753,No
4845,5177-RVZNU,Manager,Medium,Flexible,Research,43,29.015,2.5108,No
4846,0056-EPFBG,Non-Manager,Large,Fixed,Support,26,29.97,2.6508,No
4847,8993-IZEUX,Manager,Small,Flexible,Research,13,31.4575,1.9773,No
4848,8696-JKZNU,Manager,Small,Fixed,Maintenance,43,31.8125,6.6831,Yes
4849,5380-AFSSK,Manager,Small,Fixed,Development,11,32.695,1.9737,Yes
4850,8190-ZTQFB,Non-Manager,Medium,Fixed,Maintenance,47,30.5675,5.1502,No
4851,0931-MHTEM,Manager,Medium,Fixed,Support,60,33.0025,11.5993,No
4852,2055-PDADH,Manager,Small,Fixed,Maintenance,9,31.52,1.4094,Yes
4853,7515-LODFU,Manager,Large,Flexible,Support,75,29.015,3.7126,No
4854,0440-UEDAI,Manager,Medium,Fixed,Support,59,32.7225,11.0855,No
4855,1337-BOZWO,Non-Manager,Medium,Flexible,Support,24,30.32,2.6248,No
4856,0868-VJRDR,Manager,Large,Fixed,Support,70,33.2025,14.2111,No
4857,8714-EUHJO,Manager,Small,Fixed,Maintenance,37,32.5575,6.9909,Yes
4858,6344-SFJVH,Non-Manager,Small,Flexible,Support,26,29.245,2.0119,No
4859,3950-VPYJB,Manager,Medium,Flexible,Development,63,30.98,8.0188,No
4860,8041-TMEID,Manager,Large,Flexible,Support,69,33.425,14.9838,No
4861,7321-ZNSLA,Non-Manager,Large,Flexible,Development,19,30.0275,2.1807,No
4862,6941-KXRRV,Manager,Medium,Fixed,Research,54,30.9475,6.5794,No
4863,3721-CNEYS,Manager,Small,Fixed,Maintenance,8,31.5475,1.2759,Yes
4864,8727-JQFHV,Manager,Large,Flexible,Development,63,29.0375,3.2463,No
4865,9475-NNDGC,Manager,Medium,Fixed,Research,77,33.6575,16.9065,No
4866,1355-KUSBG,Manager,Small,Flexible,Maintenance,13,30.44,1.6996,No
4867,3688-FTHLT,Manager,Small,Fixed,Research,22,31.1525,3.1341,No
4868,0899-LIIBW,Manager,Small,Flexible,Maintenance,40,33.0425,8.0546,No
4869,2568-OIADY,Manager,Small,Fixed,Maintenance,43,32.975,8.524,Yes
4870,1384-RCUXW,Manager,Small,Fixed,Development,22,32.0275,3.4978,No
4871,5825-XJOCM,Manager,Medium,Fixed,Research,54,31.22,7.0707,No
4872,6848-YLDFR,Manager,Medium,Fixed,Support,64,31.76,9.6016,No
4873,8125-QPFJD,Manager,Large,Fixed,Research,78,32.245,13.1306,No
4874,2320-YKQBO,Manager,Small,Flexible,Development,13,28.965,1.2899,No
4875,1193-RTSLK,Manager,Small,Fixed,Support,44,32.195,7.4672,Yes
4876,2302-ANTDP,Manager,Small,Flexible,Maintenance,54,33.8725,11.8778,Yes
4877,5923-GXUOC,Manager,Small,Fixed,Maintenance,16,33.22,3.1629,Yes
4878,4973-RLZVI,Manager,Medium,Flexible,Support,36,31.7325,5.6172,No
4879,7869-ZYDST,Manager,Small,Fixed,Support,37,30.9525,4.7656,No
4880,4501-UYKBC,Manager,Medium,Fixed,Support,52,31.455,7.5107,No
4881,1215-EXRMO,Manager,Large,Flexible,Development,56,29.0275,3.1353,No
4882,2305-MRGLV,Manager,Small,Flexible,Research,34,31.8275,5.1308,No
4883,8404-VIOMB,Non-Manager,Large,Fixed,Research,72,31.125,9.2728,No
4884,5233-GEEAX,Non-Manager,Small,Fixed,Maintenance,14,29.47,1.4438,Yes
4885,2359-KLTEK,Manager,Small,Fixed,Research,47,32.745,8.696,No
4886,5304-EFJLP,Manager,Large,Fixed,Research,78,33.5825,17.0457,No
4887,2673-ZALNP,Manager,Medium,Flexible,Development,13,28.995,1.3463,No
4888,9184-GALIL,Manager,Small,Flexible,Development,44,29.0225,2.5625,No
4889,4393-RYCRE,Manager,Medium,Fixed,Maintenance,50,33.3025,10.0216,No
4890,9746-MDMBK,Manager,Medium,Fixed,Research,53,33.6725,11.6356,No
4891,3162-ZJZFU,Manager,Small,Fixed,Maintenance,59,32.6275,10.5589,No
4892,8404-GFGCZ,Manager,Small,Flexible,Maintenance,10,31.28,1.5002,No
4893,8875-AKBYH,Manager,Small,Fixed,Maintenance,26,32.2175,4.4904,No
4894,4432-ADRLB,Manager,Small,Flexible,Development,8,30.2325,1.1498,Yes
4895,0533-UCAAU,Manager,Medium,Fixed,Support,63,31.555,9.2802,No
4896,1394-SUIUH,Manager,Small,Fixed,Maintenance,50,32.2575,8.341,No
4897,3521-MNKLV,Manager,Small,Fixed,Development,30,30.485,3.3356,No
4898,2533-TIBIX,Non-Manager,Small,Fixed,Research,21,29.51,1.9393,No
4899,8993-PHFWD,Non-Manager,Small,Flexible,Maintenance,9,29.2625,1.1178,Yes
4900,1565-RHDJD,Manager,Small,Flexible,Research,10,32.2025,1.6671,Yes
4901,7137-RYLPP,Manager,Small,Fixed,Maintenance,43,32.285,7.3423,Yes
4902,3765-JXVKY,Manager,Small,Fixed,Maintenance,7,31.735,1.1494,Yes
4903,5092-STPKP,Manager,Small,Flexible,Support,30,30.8175,3.7624,No
4904,7330-WZLNC,Manager,Small,Fixed,Maintenance,11,32.54,1.911,Yes
4905,0114-PEGZZ,Manager,Small,Flexible,Maintenance,39,33.3775,8.291,No
4906,3359-DSRKA,Manager,Large,Fixed,Development,64,28.9925,3.3177,No
4907,8639-NHQEI,Manager,Large,Fixed,Research,78,32.795,14.9083,No
4908,7161-DFHUF,Manager,Large,Flexible,Development,77,29.1925,4.3442,No
4909,3957-LXOLK,Manager,Small,Fixed,Maintenance,34,33.3075,7.305,Yes
4910,3720-DBRWL,Manager,Large,Fixed,Support,57,32.1925,9.6142,No
4911,6635-MYYYZ,Manager,Medium,Flexible,Research,36,32.2675,6.0608,Yes
4912,8565-WUXZU,Manager,Large,Fixed,Support,78,32.24,13.2833,No
4913,5281-BUZGT,Manager,Small,Fixed,Maintenance,42,32.5425,7.3734,Yes
